no;Jenis Penugasan;kluster;ragam;provinsi;kab/kota;latitude;longitude;Tahun Pendataan;Jenis Bantuan;Dampak
3738;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Manggarai Barat;-8.64484000;119.88281000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3739;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Manggarai Barat;-8.64484000;119.88281000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3740;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Manggarai Barat;-8.64484000;119.88281000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3741;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Manggarai Barat;-8.64484000;119.88281000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3742;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Manggarai Barat;-8.64484000;119.88281000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3743;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Manggarai Barat;-8.64484000;119.88281000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3744;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Manggarai Barat;-8.64484000;119.88281000;2023;Tongkat;Peningkatan keseimbangan dan mobilitas
3745;Non-Residensial;Penyandang Disabilitas;Rungu Wicara;NTT;Kab. Manggarai;-8.56667000;120.41667000;2023;Tongkat;Peningkatan keseimbangan dan mobilitas
3746;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2023;Tongkat;Peningkatan keseimbangan dan mobilitas
3747;Non-Residensial;Penyandang Disabilitas;Rungu Wicara;NTT;Kab. Manggarai Barat;-8.64484000;119.88281000;2023;Tongkat;Peningkatan keseimbangan dan mobilitas
3748;Non-Residensial;Penyandang Disabilitas;Rungu Wicara;NTT;Kab. Manggarai Barat;-8.64484000;119.88281000;2023;Tongkat;Peningkatan keseimbangan dan mobilitas
3749;Non-Residensial;Penyandang Disabilitas;Rungu Wicara;NTT;Kab. Manggarai;-8.56667000;120.41667000;2023;Tongkat;Peningkatan keseimbangan dan mobilitas
3750;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Manggarai Barat;-8.64484000;119.88281000;2023;Tongkat;Peningkatan keseimbangan dan mobilitas
3751;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Manggarai Barat;-8.64484000;119.88281000;2023;Tongkat;Peningkatan keseimbangan dan mobilitas
3752;Non-Residensial;Penyandang Disabilitas;Rungu Wicara;NTT;Kab. Manggarai Barat;-8.64484000;119.88281000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3753;Non-Residensial;Penyandang Disabilitas;Rungu Wicara;NTT;Kab. Manggarai Barat;-8.64484000;119.88281000;2023;Tongkat;Peningkatan keseimbangan dan mobilitas
3754;Non-Residensial;Penyandang Disabilitas;Rungu Wicara;NTT;Kab. Manggarai Barat;-8.64484000;119.88281000;2023;Tongkat;Peningkatan keseimbangan dan mobilitas
3755;Non-Residensial;Anak;AMPK;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2023;Tongkat;Peningkatan keseimbangan dan mobilitas
3756;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Manggarai;-8.56667000;120.41667000;2023;Tongkat;Peningkatan keseimbangan dan mobilitas
3757;Non-Residensial;Anak;AMPK;NTT;Kab. Manggarai Barat;-8.64484000;119.88281000;2023;Tongkat;Peningkatan keseimbangan dan mobilitas
3758;Non-Residensial;Anak;AMPK;NTT;Kab. Sumba Barat Daya;-9.56216000;119.08905000;2023;Kursi Roda;Peningkatan aksesibilitas dan kemandirian
3759;Non-Residensial;Anak;AMPK;NTT;Kab. Sumba Barat Daya;-9.56216000;119.08905000;2023;Kursi Roda;Peningkatan aksesibilitas dan kemandirian
3760;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Manggarai Barat;-8.64484000;119.88281000;2023;Kursi Roda;Peningkatan aksesibilitas dan kemandirian
3761;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Manggarai Barat;-8.64484000;119.88281000;2023;Kursi Roda;Peningkatan aksesibilitas dan kemandirian
3762;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Manggarai Barat;-8.64484000;119.88281000;2023;Kursi Roda;Peningkatan aksesibilitas dan kemandirian
3763;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Manggarai Barat;-8.64484000;119.88281000;2023;Kursi Roda;Peningkatan aksesibilitas dan kemandirian
3764;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Manggarai Barat;-8.64484000;119.88281000;2023;Kursi Roda;Peningkatan aksesibilitas dan kemandirian
3765;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Manggarai;-8.56667000;120.41667000;2023;Kursi Roda;Peningkatan aksesibilitas dan kemandirian
3766;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Manggarai;-8.56667000;120.41667000;2023;Kursi Roda;Peningkatan aksesibilitas dan kemandirian
3767;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Malaka;-9.56320000;124.89481000;2023;Kursi Roda;Peningkatan aksesibilitas dan kemandirian
3768;Non-Residensial;Anak;AMPK;NTT;Kab. Manggarai;-8.56667000;120.41667000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3769;Non-Residensial;Penyandang Disabilitas;Intelektual;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3770;Non-Residensial;Kelompok Rentan;Kelompok Rentan;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2023;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
3771;Non-Residensial;Anak;AMPK;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3772;Non-Residensial;Anak;AMPK;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3773;Non-Residensial;Anak;AMPK;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3774;Non-Residensial;Anak;AMPK;NTT;Kab. Manggarai Timur;-8.55533000;120.59761000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3775;Non-Residensial;Penyandang Disabilitas;Rungu Wicara;NTT;Kab. Manggarai;-8.56667000;120.41667000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3776;Non-Residensial;Penyandang Disabilitas;Rungu Wicara;NTT;Kab. Manggarai Barat;-8.64484000;119.88281000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3777;Non-Residensial;Penyandang Disabilitas;Rungu Wicara;NTT;Kab. Manggarai Barat;-8.64484000;119.88281000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3778;Non-Residensial;Penyandang Disabilitas;Rungu Wicara;NTT;Kab. Manggarai;-8.56667000;120.41667000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3779;Non-Residensial;Penyandang Disabilitas;Rungu Wicara;NTT;Kab. Manggarai Barat;-8.64484000;119.88281000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3780;Non-Residensial;Penyandang Disabilitas;Rungu Wicara;NTT;Kab. Manggarai Barat;-8.64484000;119.88281000;2023;Tongkat;Peningkatan keseimbangan dan mobilitas
3781;Non-Residensial;Penyandang Disabilitas;Rungu Wicara;NTT;Kab. Manggarai Barat;-8.64484000;119.88281000;2023;Tongkat;Peningkatan keseimbangan dan mobilitas
3782;Non-Residensial;Anak;AMPK;NTT;Kab. Sikka;-8.66667000;122.36667000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3783;Non-Residensial;Anak;AMPK;NTT;Kab. Sikka;-8.66667000;122.36667000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3784;Non-Residensial;Anak;AMPK;NTT;Kab. Sikka;-8.66667000;122.36667000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3785;Non-Residensial;Anak;AMPK;NTT;Kab. Sikka;-8.66667000;122.36667000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3786;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Sikka;-8.66667000;122.36667000;2023;Sembako dan Tongkat;Peningkatan keseimbangan dan mobilitas
3787;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Sikka;-8.66667000;122.36667000;2023;Sembako dan Tongkat;Peningkatan keseimbangan dan mobilitas
3788;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Sikka;-8.66667000;122.36667000;2023;Sembako dan Tongkat;Peningkatan keseimbangan dan mobilitas
3789;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Sikka;-8.66667000;122.36667000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3790;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Sikka;-8.66667000;122.36667000;2023;Sembako dan Tongkat;Peningkatan keseimbangan dan mobilitas
3791;Non-Residensial;Anak;AMPK;NTT;Kab. Sikka;-8.66667000;122.36667000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3792;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Sikka;-8.66667000;122.36667000;2023;Ternak;Peningkatan pendapatan dan kemandirian usaha
3793;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Sikka;-8.66667000;122.36667000;2023;Tongkat;Peningkatan keseimbangan dan mobilitas
3794;Non-Residensial;Anak;AMPK;NTT;Kab. Sikka;-8.66667000;122.36667000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3795;Non-Residensial;Anak;AMPK;NTT;Kab. Sikka;-8.66667000;122.36667000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3796;Non-Residensial;Anak;AMPK;NTT;Kab. Sikka;-8.66667000;122.36667000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3797;Non-Residensial;Anak;AMPK;NTT;Kab. Sikka;-8.66667000;122.36667000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3798;Non-Residensial;Anak;AMPK;NTT;Kab. Sikka;-8.66667000;122.36667000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3799;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Sikka;-8.66667000;122.36667000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3800;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Ende;-8.84056000;121.66389000;2023;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
3801;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Ende;-8.84056000;121.66389000;2023;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
3802;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Ende;-8.84056000;121.66389000;2023;Tongkat;Peningkatan keseimbangan dan mobilitas
3803;Non-Residensial;Penyandang Disabilitas;Netra;NTT;Kab. Ende;-8.84056000;121.66389000;2023;Tongkat;Peningkatan keseimbangan dan mobilitas
3804;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Ende;-8.84056000;121.66389000;2023;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
3805;Non-Residensial;Anak;AMPK;NTT;Kab. Ende;-8.84056000;121.66389000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3806;Non-Residensial;Anak;AMPK;NTT;Kab. Ende;-8.84056000;121.66389000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3807;Non-Residensial;Anak;AMPK;NTT;Kab. Ende;-8.84056000;121.66389000;2023;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
3808;Non-Residensial;Anak;AMPK;NTT;Kab. Ende;-8.84056000;121.66389000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3809;Non-Residensial;Anak;AMPK;NTT;Kab. Ende;-8.84056000;121.66389000;2023;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
3810;Non-Residensial;Anak;ABH;NTT;Kab. Ende;-8.84056000;121.66389000;2023;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
3811;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Ende;-8.84056000;121.66389000;2023;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
3812;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Ende;-8.84056000;121.66389000;2023;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
3813;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Ende;-8.84056000;121.66389000;2023;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
3814;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Ende;-8.84056000;121.66389000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3815;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Ende;-8.84056000;121.66389000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3816;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Kursi Roda;Peningkatan aksesibilitas dan kemandirian
3817;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3818;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3819;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3820;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
3821;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Kursi Roda;Peningkatan aksesibilitas dan kemandirian
3822;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
3823;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
3824;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
3825;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
3826;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
3827;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3828;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Sembako dan Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
3829;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3830;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3831;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3832;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3833;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3834;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3835;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
3836;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
3837;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
3838;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
3839;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3840;Non-Residensial;Anak;AMPK;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Sembako dan Ternak;Peningkatan pendapatan dan kemandirian usaha
3841;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3842;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3843;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3844;Non-Residensial;Lansia;Lanjut Usia;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3845;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3846;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3847;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3848;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3849;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3850;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
3851;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Belu;-9.41258000;124.95066000;2023;Kewirausahaan;Peningkatan pendapatan dan kemandirian usaha
3852;Non-Residensial;Anak;AMPK;NTT;Kab. Malaka;-9.56320000;124.89481000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3853;Non-Residensial;Anak;AMPK;NTT;Kab. Malaka;-9.56320000;124.89481000;2023;Kursi Roda;Peningkatan aksesibilitas dan kemandirian
3854;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Malaka;-9.56320000;124.89481000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3855;Non-Residensial;Anak;AMPK;NTT;Kab. Malaka;-9.56320000;124.89481000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3856;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Malaka;-9.56320000;124.89481000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3857;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Malaka;-9.56320000;124.89481000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3858;Non-Residensial;Penyandang Disabilitas;Mental;NTT;Kab. Malaka;-9.56320000;124.89481000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3859;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Malaka;-9.56320000;124.89481000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3860;Non-Residensial;Penyandang Disabilitas;Rungu Wicara;NTT;Kab. Malaka;-9.56320000;124.89481000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3861;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Malaka;-9.56320000;124.89481000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3862;Non-Residensial;Penyandang Disabilitas;Rungu Wicara;NTT;Kab. Malaka;-9.56320000;124.89481000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3863;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Malaka;-9.56320000;124.89481000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3864;Non-Residensial;Anak;AMPK;NTT;TTS;-9.47167000;124.80472000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3865;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;TTS;-9.47167000;124.80472000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3866;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;TTS;-9.47167000;124.80472000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3867;Non-Residensial;Anak;AMPK;NTT;TTS;-9.47167000;124.80472000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3868;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;TTS;-9.47167000;124.80472000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3869;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;TTS;-9.47167000;124.80472000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3870;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;TTS;-9.47167000;124.80472000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3871;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;TTS;-9.47167000;124.80472000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3872;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;TTS;-9.47167000;124.80472000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3873;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;TTS;-9.47167000;124.80472000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3874;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;TTS;-9.47167000;124.80472000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3875;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;TTS;-9.47167000;124.80472000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3876;Non-Residensial;Anak;AMPK;NTT;TTS;-9.47167000;124.80472000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3877;Non-Residensial;Anak;AMPK;NTT;TTS;-9.47167000;124.80472000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3878;Non-Residensial;Anak;AMPK;NTT;TTS;-9.47167000;124.80472000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3879;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;TTS;-9.47167000;124.80472000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3880;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;TTS;-9.47167000;124.80472000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3881;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;TTS;-9.47167000;124.80472000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3882;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;TTS;-9.47167000;124.80472000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3883;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;TTS;-9.47167000;124.80472000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3884;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;TTS;-9.47167000;124.80472000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3885;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;TTS;-9.47167000;124.80472000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3886;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;TTS;-9.47167000;124.80472000;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3887;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Kupang;-10.17875700;123.59760300;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3888;Non-Residensial;Penyandang Disabilitas;Rungu Wicara;NTT;Kab. Kupang;-10.17875700;123.59760300;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3889;Non-Residensial;Penyandang Disabilitas;Rungu Wicara;NTT;Kab. Kupang;-10.17875700;123.59760300;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3890;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Kupang;-10.17875700;123.59760300;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3891;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Kupang;-10.17875700;123.59760300;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3892;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Kupang;-10.17875700;123.59760300;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3893;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Kupang;-10.17875700;123.59760300;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3894;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Kupang;-10.17875700;123.59760300;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3895;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Kupang;-10.17875700;123.59760300;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3896;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3897;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Kupang;-10.17875700;123.59760300;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3898;Non-Residensial;Anak;AMPK;NTT;Kab. Kupang;-10.17875700;123.59760300;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3899;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Kupang;-10.17875700;123.59760300;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
3900;Non-Residensial;Penyandang Disabilitas;Fisik;NTT;Kab. Kupang;-10.17875700;123.59760300;2023;Sembako;Peningkatan akses makanan dan pengurangan beban ekonomi
